table,row,reason
vle,27613,Herington area test failed (D=21.4)
vle,27614,Herington area test failed (D=21.4)
vle,27615,Herington area test failed (D=21.4)
vle,27616,Herington area test failed (D=21.4)
vle,28093,Herington area test failed (D=85.9)
vle,28094,Herington area test failed (D=85.9)
vle,28095,Herington area test failed (D=85.9)
vle,28096,Herington area test failed (D=85.9)
vle,28097,Herington area test failed (D=85.9)
vle,28098,Herington area test failed (D=85.9)
vle,28099,Herington area test failed (D=85.9)
vle,28100,Herington area test failed (D=85.9)
vle,28101,Herington area test failed (D=85.9)
vle,28102,Herington area test failed (D=85.9)
vle,28103,Herington area test failed (D=85.9)
vle,28396,Herington area test failed (D=63.9)
vle,28397,Herington area test failed (D=63.9)
vle,28398,Herington area test failed (D=63.9)
vle,28399,Herington area test failed (D=63.9)
vle,28400,Herington area test failed (D=63.9)
vle,28401,Herington area test failed (D=63.9)
vle,28402,Herington area test failed (D=63.9)
vle,28403,Herington area test failed (D=63.9)
vle,28404,Herington area test failed (D=63.9)
vle,28405,Herington area test failed (D=63.9)
vle,28406,Herington area test failed (D=78.3)
vle,28407,Herington area test failed (D=78.3)
vle,28408,Herington area test failed (D=78.3)
vle,28409,Herington area test failed (D=78.3)
vle,28410,Herington area test failed (D=78.3)
vle,28411,Herington area test failed (D=78.3)
vle,28412,Herington area test failed (D=78.3)
vle,28413,Herington area test failed (D=78.3)
vle,28414,Herington area test failed (D=78.3)
vle,28415,Herington area test failed (D=78.3)
vle,28416,Herington area test failed (D=91.0)
vle,28417,Herington area test failed (D=91.0)
vle,28418,Herington area test failed (D=91.0)
vle,28419,Herington area test failed (D=91.0)
vle,28420,Herington area test failed (D=91.0)
vle,28421,Herington area test failed (D=91.0)
vle,28422,Herington area test failed (D=91.0)
vle,28423,Herington area test failed (D=91.0)
vle,28424,Herington area test failed (D=91.0)
vle,28425,Herington area test failed (D=91.0)
vle,28426,Herington area test failed (D=98.9)
vle,28427,Herington area test failed (D=98.9)
vle,28428,Herington area test failed (D=98.9)
vle,28429,Herington area test failed (D=98.9)
vle,28430,Herington area test failed (D=98.9)
vle,28431,Herington area test failed (D=98.9)
vle,28432,Herington area test failed (D=98.9)
vle,28433,Herington area test failed (D=98.9)
vle,28434,Herington area test failed (D=98.9)
vle,28435,Herington area test failed (D=98.9)
vle,28436,Herington area test failed (D=100.0)
vle,28437,Herington area test failed (D=100.0)
vle,28438,Herington area test failed (D=100.0)
vle,28439,Herington area test failed (D=100.0)
vle,28440,Herington area test failed (D=100.0)
vle,28441,Herington area test failed (D=100.0)
vle,28442,Herington area test failed (D=100.0)
vle,28443,Herington area test failed (D=100.0)
vle,28444,Herington area test failed (D=100.0)
vle,28445,Herington area test failed (D=100.0)
vle,29974,Herington area test failed (D=40.5)
vle,29975,Herington area test failed (D=40.5)
vle,29976,Herington area test failed (D=40.5)
vle,29977,Herington area test failed (D=40.5)
vle,29978,Herington area test failed (D=40.5)
vle,29979,Herington area test failed (D=40.5)
vle,29980,Herington area test failed (D=40.5)
vle,29981,Herington area test failed (D=40.5)
vle,29982,Herington area test failed (D=40.5)
vle,29983,Herington area test failed (D=40.5)
vle,29984,Herington area test failed (D=40.5)
vle,29985,Herington area test failed (D=40.5)
vle,29986,Herington area test failed (D=40.5)
vle,29987,Herington area test failed (D=44.2)
vle,29988,Herington area test failed (D=44.2)
vle,29989,Herington area test failed (D=44.2)
vle,29990,Herington area test failed (D=44.2)
vle,29991,Herington area test failed (D=44.2)
vle,29992,Herington area test failed (D=44.2)
vle,29993,Herington area test failed (D=44.2)
vle,29994,Herington area test failed (D=44.2)
vle,30611,Herington area test failed (D=28.4)
vle,30612,Herington area test failed (D=28.4)
vle,30613,Herington area test failed (D=28.4)
vle,30614,Herington area test failed (D=28.4)
vle,30615,Herington area test failed (D=28.4)
vle,30616,Herington area test failed (D=28.4)
vle,30617,Herington area test failed (D=28.4)
vle,30618,Herington area test failed (D=28.4)
vle,30619,Herington area test failed (D=28.4)
vle,30620,Herington area test failed (D=28.4)
vle,30621,Herington area test failed (D=28.4)
vle,30622,Herington area test failed (D=28.4)
vle,30623,Herington area test failed (D=30.4)
vle,30624,Herington area test failed (D=30.4)
vle,30625,Herington area test failed (D=30.4)
vle,30626,Herington area test failed (D=30.4)
vle,30627,Herington area test failed (D=30.4)
vle,30628,Herington area test failed (D=30.4)
vle,30629,Herington area test failed (D=30.4)
vle,30630,Herington area test failed (D=30.4)
vle,30631,Herington area test failed (D=30.4)
vle,30632,Herington area test failed (D=30.4)
vle,30633,Herington area test failed (D=30.4)
vle,30634,Herington area test failed (D=30.4)
vle,30635,Herington area test failed (D=34.2)
vle,30636,Herington area test failed (D=34.2)
vle,30637,Herington area test failed (D=34.2)
vle,30638,Herington area test failed (D=34.2)
vle,30639,Herington area test failed (D=34.2)
vle,30640,Herington area test failed (D=34.2)
vle,30641,Herington area test failed (D=34.2)
vle,30642,Herington area test failed (D=34.2)
vle,30643,Herington area test failed (D=34.2)
vle,30644,Herington area test failed (D=34.2)
vle,30645,Herington area test failed (D=34.2)
vle,30646,Herington area test failed (D=34.2)
vle,30647,Herington area test failed (D=40.1)
vle,30648,Herington area test failed (D=40.1)
vle,30649,Herington area test failed (D=40.1)
vle,30650,Herington area test failed (D=40.1)
vle,30651,Herington area test failed (D=40.1)
vle,30652,Herington area test failed (D=40.1)
vle,30653,Herington area test failed (D=40.1)
vle,30654,Herington area test failed (D=40.1)
vle,30655,Herington area test failed (D=40.1)
vle,30656,Herington area test failed (D=40.1)
vle,30657,Herington area test failed (D=40.1)
vle,30658,Herington area test failed (D=40.1)
vle,30659,Herington area test failed (D=41.7)
vle,30660,Herington area test failed (D=41.7)
vle,30661,Herington area test failed (D=41.7)
vle,30662,Herington area test failed (D=41.7)
vle,30663,Herington area test failed (D=41.7)
vle,30664,Herington area test failed (D=41.7)
vle,30665,Herington area test failed (D=41.7)
vle,30666,Herington area test failed (D=41.7)
vle,30667,Herington area test failed (D=41.7)
vle,30668,Herington area test failed (D=41.7)
vle,30669,Herington area test failed (D=41.7)
vle,30670,Herington area test failed (D=41.7)
vle,31028,Herington area test failed (D=24.8)
vle,31029,Herington area test failed (D=24.8)
vle,31030,Herington area test failed (D=24.8)
vle,31031,Herington area test failed (D=24.8)
vle,31032,Herington area test failed (D=24.8)
vle,31033,Herington area test failed (D=24.8)
vle,31034,Herington area test failed (D=24.8)
vle,31035,Herington area test failed (D=24.8)
vle,31036,Herington area test failed (D=24.8)
vle,31751,Herington area test failed (D=86.9)
vle,31752,Herington area test failed (D=86.9)
vle,31753,Herington area test failed (D=86.9)
vle,31754,Herington area test failed (D=86.9)
vle,31755,Herington area test failed (D=86.9)
vle,31756,Herington area test failed (D=86.9)
vle,31757,Herington area test failed (D=86.9)
vle,31758,Herington area test failed (D=86.9)
vle,31759,Herington area test failed (D=86.9)
vle,31760,Herington area test failed (D=86.9)
vle,31761,Herington area test failed (D=86.9)
vle,31762,Herington area test failed (D=86.9)
vle,31763,Herington area test failed (D=86.9)
vle,31764,Herington area test failed (D=86.9)
vle,31765,Herington area test failed (D=86.9)
vle,31766,Herington area test failed (D=86.9)
vle,31767,Herington area test failed (D=86.9)
vle,31768,Herington area test failed (D=57.5)
vle,31769,Herington area test failed (D=57.5)
vle,31770,Herington area test failed (D=57.5)
vle,31771,Herington area test failed (D=57.5)
vle,31772,Herington area test failed (D=57.5)
vle,31773,Herington area test failed (D=57.5)
vle,31774,Herington area test failed (D=57.5)
vle,31775,Herington area test failed (D=57.5)
vle,31776,Herington area test failed (D=57.5)
vle,31777,Herington area test failed (D=57.5)
vle,31778,Herington area test failed (D=57.5)
vle,31779,Herington area test failed (D=57.5)
vle,31780,Herington area test failed (D=57.5)
vle,31781,Herington area test failed (D=57.5)
vle,31782,Herington area test failed (D=57.5)
vle,31783,Herington area test failed (D=57.5)
vle,31784,Herington area test failed (D=100.0)
vle,31785,Herington area test failed (D=100.0)
vle,31786,Herington area test failed (D=100.0)
vle,31787,Herington area test failed (D=100.0)
vle,31788,Herington area test failed (D=100.0)
vle,31789,Herington area test failed (D=100.0)
vle,31790,Herington area test failed (D=100.0)
vle,31791,Herington area test failed (D=100.0)
vle,31792,Herington area test failed (D=100.0)
vle,31793,Herington area test failed (D=100.0)
vle,31794,Herington area test failed (D=100.0)
vle,31795,Herington area test failed (D=100.0)
vle,31796,Herington area test failed (D=100.0)
vle,31797,Herington area test failed (D=100.0)
vle,31798,Herington area test failed (D=100.0)
vle,31799,Herington area test failed (D=100.0)
vle,31800,Herington area test failed (D=100.0)
vle,31833,Herington area test failed (D=39.0)
vle,31834,Herington area test failed (D=39.0)
vle,31835,Herington area test failed (D=39.0)
vle,31836,Herington area test failed (D=39.0)
vle,31837,Herington area test failed (D=39.0)
vle,31838,Herington area test failed (D=39.0)
vle,31839,Herington area test failed (D=39.0)
vle,31840,Herington area test failed (D=39.0)
vle,31841,Herington area test failed (D=39.0)
vle,31842,Herington area test failed (D=39.0)
vle,31843,Herington area test failed (D=39.0)
vle,31844,Herington area test failed (D=39.0)
vle,31845,Herington area test failed (D=39.0)
vle,31846,Herington area test failed (D=39.0)
vle,31847,Herington area test failed (D=39.0)
vle,31848,Herington area test failed (D=39.0)
vle,31849,Herington area test failed (D=39.0)
vle,31850,Herington area test failed (D=39.0)
vle,31851,Herington area test failed (D=39.0)
vle,31852,Herington area test failed (D=19.3)
vle,31853,Herington area test failed (D=19.3)
vle,31854,Herington area test failed (D=19.3)
vle,31855,Herington area test failed (D=19.3)
vle,31856,Herington area test failed (D=19.3)
vle,31857,Herington area test failed (D=19.3)
vle,31858,Herington area test failed (D=19.3)
vle,31859,Herington area test failed (D=19.3)
vle,31860,Herington area test failed (D=19.3)
vle,31861,Herington area test failed (D=19.3)
vle,31862,Herington area test failed (D=19.3)
vle,31863,Herington area test failed (D=19.3)
vle,31864,Herington area test failed (D=19.3)
vle,31865,Herington area test failed (D=19.3)
vle,31866,Herington area test failed (D=19.3)
vle,31867,Herington area test failed (D=19.3)
vle,31884,Herington area test failed (D=32.2)
vle,31885,Herington area test failed (D=32.2)
vle,31886,Herington area test failed (D=32.2)
vle,31887,Herington area test failed (D=32.2)
vle,31888,Herington area test failed (D=32.2)
vle,31889,Herington area test failed (D=32.2)
vle,31890,Herington area test failed (D=32.2)
vle,31891,Herington area test failed (D=32.2)
vle,31892,Herington area test failed (D=32.2)
vle,31893,Herington area test failed (D=32.2)
vle,31894,Herington area test failed (D=32.2)
vle,31895,Herington area test failed (D=32.2)
vle,31896,Herington area test failed (D=32.2)
vle,31897,Herington area test failed (D=32.2)
vle,31898,Herington area test failed (D=32.2)
vle,31899,Herington area test failed (D=32.2)
vle,31900,Herington area test failed (D=32.2)
vle,32057,Herington area test failed (D=91.0)
vle,32058,Herington area test failed (D=91.0)
vle,32059,Herington area test failed (D=91.0)
vle,32060,Herington area test failed (D=91.0)
vle,32061,Herington area test failed (D=91.0)
vle,32062,Herington area test failed (D=91.0)
vle,32063,Herington area test failed (D=91.0)
vle,32064,Herington area test failed (D=91.0)
vle,32065,Herington area test failed (D=91.0)
vle,32066,Herington area test failed (D=91.0)
vle,32792,Herington area test failed (D=36.1)
vle,32793,Herington area test failed (D=36.1)
vle,32794,Herington area test failed (D=36.1)
vle,32795,Herington area test failed (D=36.1)
vle,32796,Herington area test failed (D=36.1)
vle,32797,Herington area test failed (D=36.1)
vle,32798,Herington area test failed (D=36.1)
vle,32799,Herington area test failed (D=36.1)
vle,32800,Herington area test failed (D=36.1)
vle,32801,Herington area test failed (D=36.1)
vle,32802,Herington area test failed (D=39.1)
vle,32803,Herington area test failed (D=39.1)
vle,32804,Herington area test failed (D=39.1)
vle,32805,Herington area test failed (D=39.1)
vle,32806,Herington area test failed (D=39.1)
vle,32807,Herington area test failed (D=39.1)
vle,32808,Herington area test failed (D=39.1)
vle,32809,Herington area test failed (D=39.1)
vle,32810,Herington area test failed (D=39.1)
vle,32811,Herington area test failed (D=39.1)
vle,32812,Herington area test failed (D=23.5)
vle,32813,Herington area test failed (D=23.5)
vle,32814,Herington area test failed (D=23.5)
vle,32815,Herington area test failed (D=23.5)
vle,32816,Herington area test failed (D=23.5)
vle,32817,Herington area test failed (D=23.5)
vle,32818,Herington area test failed (D=23.5)
vle,32819,Herington area test failed (D=23.5)
vle,32820,Herington area test failed (D=23.5)
vle,32821,Herington area test failed (D=23.5)
vle,32822,Herington area test failed (D=52.8)
vle,32823,Herington area test failed (D=52.8)
vle,32824,Herington area test failed (D=52.8)
vle,32825,Herington area test failed (D=52.8)
vle,32826,Herington area test failed (D=52.8)
vle,32827,Herington area test failed (D=52.8)
vle,32828,Herington area test failed (D=52.8)
vle,32829,Herington area test failed (D=52.8)
vle,32830,Herington area test failed (D=52.8)
vle,32831,Herington area test failed (D=52.8)
vle,32832,Herington area test failed (D=74.6)
vle,32833,Herington area test failed (D=74.6)
vle,32834,Herington area test failed (D=74.6)
